county,MDI rate,Standard Error
45087,0.1891,0.0169
45089,0.1835,0.0172
45091,0.0924,0.0162
46003,0.0748,0.0098
46005,0.0748,0.0098
46007,0.2829,0.0259
46009,0.0748,0.0098
46011,0.0748,0.0098
46013,0.0778,0.0154
46015,0.0748,0.0098
46017,0.2829,0.0259
46019,0.1151,0.0173
46021,0.0778,0.0154
46023,0.2829,0.0259
46025,0.0778,0.0154
46027,0.0433,0.0075
46029,0.0778,0.0154
46031,0.2829,0.0259
46033,0.1151,0.0173
46035,0.0748,0.0098
46037,0.0778,0.0154
46039,0.0778,0.0154
46041,0.2829,0.0259
46043,0.0748,0.0098
46045,0.0778,0.0154
46047,0.2829,0.0259
46049,0.0778,0.0154
46051,0.0778,0.0154
46053,0.2829,0.0259
46055,0.2829,0.0259
46057,0.0778,0.0154
46059,0.0748,0.0098
46061,0.0748,0.0098
46063,0.1151,0.0173
46065,0.2829,0.0259
46067,0.0748,0.0098
46069,0.2829,0.0259
46071,0.2829,0.0259
46073,0.0748,0.0098
46075,0.2829,0.0259
46077,0.0748,0.0098
46079,0.0748,0.0098
46081,0.1151,0.0173
46083,0.0518,0.0090
46085,0.2829,0.0259
46087,0.0433,0.0075
46089,0.0778,0.0154
46091,0.0778,0.0154
46093,0.1151,0.0173
46095,0.2829,0.0259
46097,0.0748,0.0098
46099,0.0468,0.0081
46101,0.0748,0.0098
46102,0.1151,0.0173
46103,0.1151,0.0173
46105,0.0778,0.0154
46107,0.0778,0.0154
46109,0.0748,0.0098
46111,0.2829,0.0259
46115,0.0778,0.0154
46117,0.2829,0.0259
46119,0.2829,0.0259
46121,0.2829,0.0259
46123,0.2829,0.0259
46125,0.0433,0.0075
46127,0.0433,0.0075
46129,0.0778,0.0154
46135,0.0433,0.0075
46137,0.2829,0.0259
47001,0.1257,0.0154
47003,0.1097,0.0139
47005,0.1903,0.0175
47007,0.1667,0.0157
47009,0.1068,0.0169
47011,0.1767,0.0179
47013,0.1949,0.0163
47015,0.1534,0.0189
47017,0.1903,0.0175
47019,0.1689,0.0158
47021,0.1160,0.0133
47023,0.1752,0.0246
47025,0.1949,0.0163
47027,0.1635,0.0245
47029,0.1587,0.0166
47031,0.1203,0.0160
47033,0.1559,0.0190
47035,0.1528,0.0186
47037,0.1490,0.0090
47039,0.1487,0.0164
47041,0.1534,0.0189
47043,0.1160,0.0133
47045,0.1559,0.0190
47047,0.1302,0.0155
47049,0.1528,0.0186
47051,0.1203,0.0160
47053,0.1559,0.0190
47055,0.1672,0.0186
47057,0.1587,0.0166
47059,0.1689,0.0158
47061,0.1667,0.0157
47063,0.1587,0.0166
47065,0.0937,0.0149
47067,0.1949,0.0163
47069,0.1487,0.0164
47071,0.1487,0.0164
47073,0.1691,0.0212
47075,0.1487,0.0164
47077,0.1487,0.0164
47079,0.1903,0.0175
47081,0.1160,0.0133
47083,0.1903,0.0175
47085,0.1903,0.0175
47087,0.1635,0.0245
47089,0.1157,0.0154
47091,0.1689,0.0158
47093,0.1389,0.0145
47095,0.1559,0.0190
47097,0.1302,0.0155
47099,0.1672,0.0186
47101,0.1672,0.0186
47103,0.1203,0.0160
47105,0.1440,0.0198
47107,0.1767,0.0179
47109,0.1487,0.0164
47111,0.1534,0.0189
47113,0.1752,0.0246
47115,0.1667,0.0157
47117,0.1097,0.0139
47119,0.1097,0.0139
47121,0.1667,0.0157
47123,0.1440,0.0198
47125,0.1114,0.0118
47127,0.1203,0.0160
47129,0.1949,0.0163
47131,0.1559,0.0190
47133,0.1635,0.0245
47135,0.1672,0.0186
47137,0.1635,0.0245
47139,0.1767,0.0179
47141,0.1635,0.0245
47143,0.1667,0.0157
47145,0.1440,0.0198
47147,0.1160,0.0133
47149,0.1047,0.0199
47151,0.1949,0.0163
47153,0.1667,0.0157
47155,0.1157,0.0154
47157,0.3733,0.0103
47159,0.1534,0.0189
47161,0.1114,0.0118
47163,0.1497,0.0192
47165,0.1006,0.0146
47167,0.1302,0.0155
47169,0.1534,0.0189
47171,0.1689,0.0158
47173,0.1257,0.0154
47175,0.1528,0.0186
47177,0.1534,0.0189
47179,0.1412,0.0160
47181,0.1672,0.0186
47183,0.1903,0.0175
47185,0.1528,0.0186
47187,0.0374,0.0077
47189,0.0980,0.0137
48001,0.1463,0.0188
48003,0.1623,0.0199
48005,0.2083,0.0193
48007,0.1756,0.0196
48009,0.1366,0.0135
48011,0.1249,0.0142
48013,0.1452,0.0242
48015,0.1403,0.0164
48017,0.1244,0.0152
48019,0.1452,0.0242
48021,0.0905,0.0165
48023,0.1366,0.0135
48025,0.1756,0.0196
48027,0.1264,0.0204
48029,0.1706,0.0051
48031,0.0752,0.0136
48033,0.1245,0.0171
48035,0.1559,0.0130
48037,0.1527,0.0202
48039,0.0922,0.0180
48041,0.2253,0.0153
48043,0.1623,0.0199
48045,0.1249,0.0142
48047,0.2681,0.0304
48049,0.1707,0.0148
48051,0.1616,0.0188
48053,0.1128,0.0142
48055,0.0905,0.0165
48057,0.1372,0.0219
48059,0.1707,0.0148
48061,0.2604,0.0287
48063,0.1600,0.0199
48065,0.1249,0.0142
48067,0.1527,0.0202
48069,0.1249,0.0142
48071,0.1526,0.0234
48073,0.1235,0.0201
48075,0.1249,0.0142
48077,0.1366,0.0135
48079,0.1244,0.0152
48081,0.1245,0.0171
48083,0.1707,0.0148
48085,0.0696,0.0055
48087,0.1249,0.0142
48089,0.1403,0.0164
48091,0.0664,0.0132
48093,0.1707,0.0148
48095,0.1245,0.0171
48097,0.1027,0.0119
48099,0.1128,0.0142
48101,0.1366,0.0135
48103,0.1623,0.0199
48105,0.1245,0.0171
48107,0.1244,0.0152
48109,0.1623,0.0199
48111,0.1249,0.0142
48113,0.1577,0.0050
48115,0.1245,0.0171
48117,0.1249,0.0142
48119,0.1524,0.0118
48121,0.0702,0.0068
48123,0.1249,0.0171
48125,0.1244,0.0152
48127,0.2790,0.0255
48129,0.1249,0.0142
48131,0.3306,0.0269
48133,0.1707,0.0148
48135,0.1135,0.0145
48137,0.2790,0.0255
48139,0.0684,0.0113
48141,0.1893,0.0081
48143,0.1049,0.0217
48145,0.1559,0.0130
48147,0.1027,0.0119
48149,0.0905,0.0165
48151,0.1707,0.0148
48153,0.1244,0.0152
48155,0.1366,0.0135
48157,0.0844,0.0081
48159,0.1524,0.0118
48161,0.1559,0.0130
48163,0.1452,0.0242
48165,0.1623,0.0199
48167,0.1141,0.0168
48169,0.1244,0.0152
48171,0.0752,0.0136
48173,0.1245,0.0171
48175,0.1249,0.0171
48177,0.1249,0.0171
48179,0.1249,0.0142
48181,0.1027,0.0119
48183,0.1399,0.0188
48185,0.1616,0.0188
48187,0.0850,0.0128
48189,0.1244,0.0152
48191,0.1249,0.0142
48193,0.1128,0.0142
48195,0.1249,0.0142
48197,0.1366,0.0135
48199,0.1330,0.0155
48201,0.3802,0.0044
48203,0.1674,0.0202
48205,0.1249,0.0142
48207,0.1707,0.0148
48209,0.0903,0.0121
48211,0.1249,0.0142
48213,0.1463,0.0188
48215,0.2990,0.0134
48217,0.1559,0.0130
48219,0.1244,0.0152
48221,0.1049,0.0217
48223,0.1524,0.0118
48225,0.1982,0.0207
48227,0.1245,0.0171
48229,0.1623,0.0199
48231,0.1209,0.0170
48233,0.1249,0.0142
48235,0.1245,0.0171
48237,0.1366,0.0135
48239,0.1249,0.0171
48241,0.2231,0.0295
48243,0.1623,0.0199
48245,0.3472,0.0253
48247,0.3306,0.0269
48249,0.2681,0.0304
48251,0.0893,0.0173
48253,0.1707,0.0148
48255,0.1249,0.0171
48257,0.0896,0.0123
48259,0.0752,0.0136
48261,0.2681,0.0304
48263,0.1707,0.0148
48265,0.0752,0.0136
48267,0.1245,0.0171
48269,0.1244,0.0152
48271,0.2790,0.0255
48273,0.2681,0.0304
48275,0.1707,0.0148
48277,0.1524,0.0118
48279,0.1244,0.0152
48281,0.1128,0.0142
48283,0.2790,0.0255
48285,0.1249,0.0171
48287,0.0905,0.0165
48289,0.1616,0.0188
48291,0.1526,0.0234
48293,0.1559,0.0130
48295,0.1249,0.0142
48297,0.3306,0.0269
48299,0.1128,0.0142
48301,0.1623,0.0199
48303,0.1895,0.0224
48305,0.1244,0.0152
48307,0.1245,0.0171
48309,0.1730,0.0206
48311,0.3306,0.0269
48313,0.1616,0.0188
48315,0.1674,0.0202
48317,0.1245,0.0171
48319,0.1245,0.0171
48321,0.1403,0.0164
48323,0.2790,0.0255
48325,0.1452,0.0242
48327,0.1245,0.0171
48329,0.1025,0.0170
48331,0.1616,0.0188
48333,0.1128,0.0142
48335,0.1707,0.0148
48337,0.1366,0.0135
48339,0.0919,0.0094
48341,0.1249,0.0142
48343,0.1524,0.0118
48345,0.1244,0.0152
48347,0.2083,0.0193
48349,0.1559,0.0130
48351,0.2231,0.0295
48353,0.1707,0.0148
48355,0.1730,0.0236
48357,0.1249,0.0142
48359,0.1249,0.0142
48361,0.1330,0.0155
48363,0.1049,0.0217
48365,0.1235,0.0201
48367,0.0763,0.0117
48369,0.1249,0.0142
48371,0.1623,0.0199
48373,0.1982,0.0207
48375,0.1464,0.0184
48377,0.1623,0.0199
48379,0.1600,0.0199
48381,0.0760,0.0111
48383,0.1245,0.0171
48385,0.2790,0.0255
48387,0.1524,0.0118
48389,0.1623,0.0199
48391,0.1756,0.0196
48393,0.1249,0.0142
48395,0.1616,0.0188
48397,0.1209,0.0170
48399,0.1707,0.0148
48401,0.1235,0.0201
48403,0.2231,0.0295
48405,0.2231,0.0295
48407,0.1982,0.0207
48409,0.1756,0.0196
48411,0.1128,0.0142
48413,0.1245,0.0171
48415,0.1707,0.0148
48417,0.1707,0.0148
48419,0.2231,0.0295
48421,0.1249,0.0142
48423,0.1500,0.0254
48425,0.1049,0.0217
48427,0.3306,0.0269
48429,0.1707,0.0148
48431,0.1245,0.0171
48433,0.1707,0.0148
48435,0.1245,0.0171
48437,0.1249,0.0142
48439,0.1206,0.0052
48441,0.1055,0.0157
48443,0.1623,0.0199
48445,0.1244,0.0152
48447,0.1707,0.0148
48449,0.1524,0.0118
48451,0.0947,0.0174
48453,0.1262,0.0052
48455,0.1982,0.0207
48457,0.2231,0.0295
48459,0.1674,0.0202
48461,0.1245,0.0171
48463,0.2790,0.0255
48465,0.2790,0.0255
48467,0.1600,0.0199
48469,0.1372,0.0219
48471,0.1982,0.0207
48473,0.1403,0.0164
48475,0.1623,0.0199
48477,0.1616,0.0188
48479,0.2719,0.0282
48481,0.1403,0.0164
48483,0.1249,0.0142
48485,0.1514,0.0165
48487,0.1366,0.0135
48489,0.2681,0.0304
48491,0.0581,0.0124
48493,0.1249,0.0171
48495,0.1623,0.0199
48497,0.1366,0.0135
48499,0.1600,0.0199
48501,0.1244,0.0152
48503,0.1366,0.0135
48505,0.3306,0.0269
48507,0.2790,0.0255
49001,0.1238,0.0193
49003,0.0622,0.0103
49005,0.0702,0.0132
49007,0.1095,0.0150
49009,0.1095,0.0150
49011,0.0501,0.0128
49013,0.1095,0.0150
49015,0.1095,0.0150
49017,0.1238,0.0193
49019,0.1095,0.0150
49021,0.1238,0.0193
49023,0.1238,0.0193
49025,0.1238,0.0193
49027,0.1238,0.0193
49029,0.0702,0.0132
49031,0.1238,0.0193
49033,0.0702,0.0132
49035,0.0862,0.0056
49037,0.1095,0.0150
49039,0.1238,0.0193
49041,0.1238,0.0193
49043,0.0702,0.0132
49045,0.0622,0.0103
49047,0.1095,0.0150
49049,0.0702,0.0052
49051,0.1095,0.0150
49053,0.0913,0.0159
49055,0.1238,0.0193
49057,0.0987,0.0166
50001,0.0914,0.0142
50003,0.0914,0.0142
50005,0.1396,0.0175
50007,0.1067,0.0202
50009,0.1396,0.0175
50011,0.1067,0.0202
50013,0.1067,0.0202
50015,0.1396,0.0175
50017,0.0871,0.0119
50019,0.1396,0.0175
50021,0.0914,0.0142
50023,0.1396,0.0175
50025,0.0871,0.0119
50027,0.0871,0.0119
51001,0.1261,0.0164
51003,0.0946,0.0135
51005,0.1078,0.0176
51007,0.1662,0.0176
51009,0.0569,0.0104
51011,0.0569,0.0104
51013,0.0598,0.0128
51015,0.1310,0.0180
51017,0.1310,0.0180
51019,0.0569,0.0104
51021,0.1468,0.0142
51023,0.1078,0.0176
51025,0.1662,0.0176
51027,0.2255,0.0194
51029,0.1662,0.0176
51031,0.1202,0.0165
51033,0.0750,0.0119
51035,0.1468,0.0142
51036,0.0493,0.0080
51037,0.1662,0.0176
51041,0.0632,0.0150
51043,0.0832,0.0156
51045,0.1078,0.0176
51047,0.0694,0.0106
51049,0.1662,0.0176
51051,0.2255,0.0194
51053,0.1517,0.0171
51057,0.1261,0.0164
51059,0.0691,0.0041
51061,0.0694,0.0106
51063,0.1253,0.0147
51065,0.0561,0.0094
51067,0.1078,0.0176
51069,0.0832,0.0156
51071,0.1253,0.0147
51073,0.1261,0.0164
51075,0.0493,0.0080
51077,0.1468,0.0142
51079,0.1175,0.0159
51081,0.1517,0.0171
51083,0.1662,0.0176
51085,0.0493,0.0080
51087,0.0989,0.0155
51089,0.1491,0.0130
51091,0.1310,0.0180
51093,0.1041,0.0174
51095,0.0614,0.0094
51097,0.1261,0.0164
51099,0.0750,0.0119
51101,0.0493,0.0080
51103,0.1261,0.0164
51105,0.2255,0.0194
51107,0.0360,0.0084
51109,0.0561,0.0094
51111,0.1662,0.0176
51113,0.0694,0.0106
51115,0.1261,0.0164
51117,0.1662,0.0176
51119,0.1261,0.0164
51121,0.1253,0.0147
51125,0.0561,0.0094
51127,0.0493,0.0080
51131,0.1261,0.0164
51133,0.1261,0.0164
51135,0.1662,0.0176
51137,0.0694,0.0106
51139,0.1045,0.0131
51141,0.1491,0.0130
51143,0.1491,0.0130
51145,0.0493,0.0080
51147,0.1662,0.0176
51149,0.1517,0.0171
51153,0.0719,0.0133
51155,0.1253,0.0147
51157,0.0694,0.0106
51159,0.1261,0.0164
51161,0.1547,0.0254
51163,0.1310,0.0180
51165,0.1133,0.0159
51167,0.2255,0.0194
51169,0.2255,0.0194
51171,0.1045,0.0131
51173,0.1468,0.0142
51175,0.1041,0.0174
51177,0.0750,0.0119
51179,0.0502,0.0111
51181,0.1517,0.0171
51183,0.1517,0.0171
51185,0.2255,0.0194
51187,0.1045,0.0131
51191,0.1468,0.0142
51193,0.1261,0.0164
51195,0.2255,0.0194
51197,0.1468,0.0142
51199,0.0614,0.0094
51510,0.1209,0.0156
51520,0.1468,0.0142
51530,0.1310,0.0180
51540,0.1175,0.0159
51550,0.1038,0.0222
51570,0.1517,0.0171
51580,0.1078,0.0176
51590,0.1491,0.0130
51595,0.1517,0.0171
51600,0.0443,0.0057
51610,0.0289,0.0071
51620,0.1041,0.0174
51630,0.0502,0.0111
51640,0.1468,0.0142
51650,0.1213,0.0177
51660,0.1133,0.0159
51670,0.1517,0.0171
51678,0.1310,0.0180
51680,0.1202,0.0165
51683,0.0895,0.0200
51685,0.0895,0.0200
51690,0.1491,0.0130
51700,0.1456,0.0193
51710,0.1726,0.0146
51720,0.2255,0.0194
51730,0.1517,0.0171
51735,0.0614,0.0094
51740,0.1620,0.0198
51750,0.1253,0.0147
51760,0.2195,0.0173
51770,0.1593,0.0262
51775,0.1593,0.0262
51790,0.1310,0.0180
51800,0.1041,0.0174
51810,0.0724,0.0141
51820,0.1310,0.0180
51830,0.0614,0.0094
51840,0.0832,0.0156
53001,0.1363,0.0184
53003,0.1363,0.0184
53005,0.1273,0.0230
53007,0.1756,0.0278
53009,0.1849,0.0228
53011,0.0903,0.0145
53013,0.1363,0.0184
53015,0.1618,0.0188
53017,0.1756,0.0278
53019,0.1389,0.0149
53021,0.1233,0.0214
53023,0.1363,0.0184
53025,0.1565,0.0232
53027,0.1563,0.0153
53029,0.1061,0.0117
53031,0.1849,0.0228
53033,0.0956,0.0039
53035,0.0769,0.0116
53037,0.1565,0.0232
53039,0.1108,0.0149
53041,0.1108,0.0149
53043,0.1363,0.0184
53045,0.1563,0.0153
53047,0.1389,0.0149
53049,0.1618,0.0188
53051,0.1389,0.0149
53053,0.0985,0.0061
53055,0.1061,0.0117
53057,0.1061,0.0117
53059,0.1108,0.0149
53061,0.0749,0.0041
53063,0.1183,0.0194
53065,0.1389,0.0149
53067,0.0890,0.0171
53069,0.1618,0.0188
53071,0.1321,0.0197
53073,0.1120,0.0105
53075,0.1363,0.0184
53077,0.1977,0.0283
54001,0.1731,0.0184
54003,0.1271,0.0150
54005,0.1815,0.0233
54007,0.2353,0.0233
54009,0.1182,0.0164
54011,0.2151,0.0197
54013,0.2353,0.0233
54015,0.1613,0.0163
54017,0.1516,0.0200
54019,0.1906,0.0209
54021,0.2353,0.0233
54023,0.1731,0.0184
54025,0.1546,0.0220
54027,0.1271,0.0150
54029,0.1182,0.0164
54031,0.1731,0.0184
54033,0.1516,0.0200
54035,0.2353,0.0233
54037,0.1271,0.0150
54039,0.1613,0.0163
54041,0.1731,0.0184
54043,0.1815,0.0233
54045,0.3152,0.0251
54047,0.3152,0.0251
54049,0.1516,0.0200
54051,0.1182,0.0164
54053,0.2151,0.0197
54055,0.1906,0.0209
54057,0.1271,0.0150
54059,0.3152,0.0251
54061,0.1412,0.0176
54063,0.1546,0.0220
54065,0.1271,0.0150
54067,0.1546,0.0220
54069,0.1182,0.0164
54071,0.1731,0.0184
54073,0.1790,0.0208
54075,0.1546,0.0220
54077,0.1412,0.0176
54079,0.1815,0.0233
54081,0.1906,0.0209
54083,0.1731,0.0184
54085,0.2353,0.0233
54087,0.2353,0.0233
54089,0.1546,0.0220
54091,0.1516,0.0200
54093,0.1731,0.0184
54095,0.2353,0.0233
54097,0.1731,0.0184
54099,0.2151,0.0197
54101,0.1546,0.0220
54103,0.2353,0.0233
54105,0.1790,0.0208
54107,0.1790,0.0208
54109,0.3152,0.0251
55001,0.0911,0.0135
55003,0.1084,0.0101
55005,0.1225,0.0176
55007,0.1084,0.0101
55009,0.0979,0.0172
55011,0.1086,0.0097
55013,0.1084,0.0101
55015,0.0687,0.0173
55017,0.1065,0.0179
55019,0.1225,0.0176
55021,0.0799,0.0181
55023,0.1086,0.0097
55025,0.1352,0.0239
55027,0.0652,0.0107
55029,0.0847,0.0134
55031,0.1084,0.0101
55033,0.0306,0.0092
55035,0.1038,0.0180
55037,0.0847,0.0134
55039,0.0687,0.0173
55041,0.0732,0.0098
55043,0.0648,0.0100
55045,0.0648,0.0100
55047,0.1014,0.0121
55049,0.0648,0.0100
55051,0.1084,0.0101
55053,0.1086,0.0097
55055,0.0652,0.0107
55057,0.0911,0.0135
55059,0.1388,0.0265
55061,0.0757,0.0155
55063,0.0925,0.0211
55065,0.0648,0.0100
55067,0.0732,0.0098
55069,0.0732,0.0098
55071,0.0757,0.0155
55073,0.0810,0.0166
55075,0.0847,0.0134
55077,0.1014,0.0121
55078,0.1014,0.0121
55079,0.3379,0.0081
55081,0.1086,0.0097
55083,0.0847,0.0134
55085,0.0732,0.0098
55087,0.0424,0.0074
55089,0.0386,0.0090
55091,0.1086,0.0097
55093,0.1086,0.0097
55095,0.1225,0.0176
55097,0.0911,0.0135
55099,0.1084,0.0101
55101,0.1041,0.0151
55103,0.0648,0.0100
55105,0.0913,0.0180
55107,0.1084,0.0101
55109,0.0306,0.0092
55111,0.0799,0.0181
55113,0.1084,0.0101
55115,0.1014,0.0121
55117,0.0574,0.0133
55119,0.1084,0.0101
55121,0.1086,0.0097
55123,0.1086,0.0097
55125,0.0732,0.0098
55127,0.0382,0.0080
55129,0.1084,0.0101
55131,0.0386,0.0090
55133,0.0394,0.0088
55135,0.1014,0.0121
55137,0.1014,0.0121
55139,0.0889,0.0149
55141,0.0911,0.0135
56001,0.1076,0.0163
56003,0.0580,0.0105
56005,0.0766,0.0201
56007,0.0678,0.0103
56009,0.0678,0.0103
56011,0.0766,0.0201
56013,0.1298,0.0221
56015,0.0766,0.0201
56017,0.1298,0.0221
56019,0.0766,0.0201
56021,0.1076,0.0163
56023,0.0580,0.0105
56025,0.0678,0.0103
56027,0.0766,0.0201
56029,0.0580,0.0105
56031,0.0766,0.0201
56033,0.0580,0.0105
56035,0.1298,0.0221
56037,0.1298,0.0221
56039,0.0580,0.0105
56041,0.1298,0.0221
56043,0.0766,0.0201
56045,0.0766,0.0201